Refit Date,Asset,Best Lambda
2006-01-01,LargeCap,0.10000000000000002
2007-01-01,LargeCap,0.10000000000000002
2008-01-01,LargeCap,0.10000000000000002
2009-01-01,LargeCap,0.10000000000000002
2010-01-01,LargeCap,15.199110829529344
2011-01-01,LargeCap,0.10000000000000002
2012-01-01,LargeCap,0.10000000000000002
2013-01-01,LargeCap,0.10000000000000002
2014-01-01,LargeCap,0.10000000000000002
2015-01-01,LargeCap,0.10000000000000002
2016-01-01,LargeCap,0.10000000000000002
2017-01-01,LargeCap,0.10000000000000002
2018-01-01,LargeCap,0.10000000000000002
2019-01-01,LargeCap,0.10000000000000002
2020-01-01,LargeCap,0.10000000000000002
2021-01-01,LargeCap,4.328761281083059
2022-01-01,LargeCap,0.10000000000000002
2023-01-01,LargeCap,0.10000000000000002
2006-01-01,MidCap,0.10000000000000002
2007-01-01,MidCap,0.10000000000000002
2008-01-01,MidCap,0.10000000000000002
2009-01-01,MidCap,0.10000000000000002
2010-01-01,MidCap,0.10000000000000002
2011-01-01,MidCap,0.10000000000000002
2012-01-01,MidCap,0.10000000000000002
2013-01-01,MidCap,0.10000000000000002
2014-01-01,MidCap,0.10000000000000002
2015-01-01,MidCap,0.10000000000000002
2016-01-01,MidCap,0.10000000000000002
2017-01-01,MidCap,0.10000000000000002
2018-01-01,MidCap,0.10000000000000002
2019-01-01,MidCap,0.10000000000000002
2020-01-01,MidCap,0.10000000000000002
2021-01-01,MidCap,0.10000000000000002
2022-01-01,MidCap,0.10000000000000002
2023-01-01,MidCap,0.10000000000000002
2006-01-01,SmallCap,0.10000000000000002
2007-01-01,SmallCap,0.10000000000000002
2008-01-01,SmallCap,0.10000000000000002
2009-01-01,SmallCap,0.10000000000000002
2010-01-01,SmallCap,0.10000000000000002
2011-01-01,SmallCap,0.10000000000000002
2012-01-01,SmallCap,0.10000000000000002
2013-01-01,SmallCap,0.10000000000000002
2014-01-01,SmallCap,0.10000000000000002
2015-01-01,SmallCap,0.10000000000000002
2016-01-01,SmallCap,0.10000000000000002
2017-01-01,SmallCap,0.10000000000000002
2018-01-01,SmallCap,0.10000000000000002
2019-01-01,SmallCap,0.10000000000000002
2020-01-01,SmallCap,0.10000000000000002
2021-01-01,SmallCap,2.3101297000831607
2022-01-01,SmallCap,0.10000000000000002
2023-01-01,SmallCap,0.10000000000000002
2006-01-01,EAFE,0.10000000000000002
2007-01-01,EAFE,0.10000000000000002
2008-01-01,EAFE,0.10000000000000002
2009-01-01,EAFE,0.10000000000000002
2010-01-01,EAFE,0.10000000000000002
2011-01-01,EAFE,0.10000000000000002
2012-01-01,EAFE,0.10000000000000002
2013-01-01,EAFE,0.10000000000000002
2014-01-01,EAFE,0.10000000000000002
2015-01-01,EAFE,0.10000000000000002
2016-01-01,EAFE,0.10000000000000002
2017-01-01,EAFE,0.10000000000000002
2018-01-01,EAFE,0.10000000000000002
2019-01-01,EAFE,0.10000000000000002
2020-01-01,EAFE,0.10000000000000002
2021-01-01,EAFE,0.10000000000000002
2022-01-01,EAFE,0.10000000000000002
2023-01-01,EAFE,0.10000000000000002
2006-01-01,EM,0.10000000000000002
2007-01-01,EM,0.10000000000000002
2008-01-01,EM,0.10000000000000002
2009-01-01,EM,0.10000000000000002
2010-01-01,EM,0.10000000000000002
2011-01-01,EM,0.10000000000000002
2012-01-01,EM,0.10000000000000002
2013-01-01,EM,0.10000000000000002
2014-01-01,EM,0.10000000000000002
2015-01-01,EM,0.10000000000000002
2016-01-01,EM,0.10000000000000002
2017-01-01,EM,0.10000000000000002
2018-01-01,EM,0.10000000000000002
2019-01-01,EM,0.10000000000000002
2020-01-01,EM,0.10000000000000002
2021-01-01,EM,0.10000000000000002
2022-01-01,EM,0.10000000000000002
2023-01-01,EM,0.10000000000000002
2006-01-01,AggBond,0.10000000000000002
2007-01-01,AggBond,0.10000000000000002
2008-01-01,AggBond,2.3101297000831607
2009-01-01,AggBond,0.10000000000000002
2010-01-01,AggBond,0.10000000000000002
2011-01-01,AggBond,0.10000000000000002
2012-01-01,AggBond,0.10000000000000002
2013-01-01,AggBond,0.10000000000000002
2014-01-01,AggBond,0.10000000000000002
2015-01-01,AggBond,0.10000000000000002
2016-01-01,AggBond,0.10000000000000002
2017-01-01,AggBond,28.480358684358034
2018-01-01,AggBond,100.00000000000004
2019-01-01,AggBond,0.10000000000000002
2020-01-01,AggBond,0.10000000000000002
2021-01-01,AggBond,0.10000000000000002
2022-01-01,AggBond,0.10000000000000002
2023-01-01,AggBond,0.10000000000000002
2006-01-01,Treasury,0.10000000000000002
2007-01-01,Treasury,0.10000000000000002
2008-01-01,Treasury,8.111308307896874
2009-01-01,Treasury,0.10000000000000002
2010-01-01,Treasury,53.36699231206313
2011-01-01,Treasury,0.10000000000000002
2012-01-01,Treasury,0.10000000000000002
2013-01-01,Treasury,0.10000000000000002
2014-01-01,Treasury,0.10000000000000002
2015-01-01,Treasury,0.10000000000000002
2016-01-01,Treasury,0.10000000000000002
2017-01-01,Treasury,28.480358684358034
2018-01-01,Treasury,0.10000000000000002
2019-01-01,Treasury,0.10000000000000002
2020-01-01,Treasury,0.10000000000000002
2021-01-01,Treasury,0.10000000000000002
2022-01-01,Treasury,0.10000000000000002
2023-01-01,Treasury,0.10000000000000002
2006-01-01,HighYield,0.10000000000000002
2007-01-01,HighYield,0.10000000000000002
2008-01-01,HighYield,0.10000000000000002
2009-01-01,HighYield,0.10000000000000002
2010-01-01,HighYield,0.10000000000000002
2011-01-01,HighYield,0.10000000000000002
2012-01-01,HighYield,0.10000000000000002
2013-01-01,HighYield,0.10000000000000002
2014-01-01,HighYield,0.10000000000000002
2015-01-01,HighYield,0.10000000000000002
2016-01-01,HighYield,0.10000000000000002
2017-01-01,HighYield,0.10000000000000002
2018-01-01,HighYield,0.10000000000000002
2019-01-01,HighYield,0.10000000000000002
2020-01-01,HighYield,0.10000000000000002
2021-01-01,HighYield,0.10000000000000002
2022-01-01,HighYield,0.10000000000000002
2023-01-01,HighYield,0.10000000000000002
2006-01-01,Corporate,0.10000000000000002
2007-01-01,Corporate,0.10000000000000002
2008-01-01,Corporate,0.10000000000000002
2009-01-01,Corporate,0.10000000000000002
2010-01-01,Corporate,53.36699231206313
2011-01-01,Corporate,0.10000000000000002
2012-01-01,Corporate,0.10000000000000002
2013-01-01,Corporate,0.10000000000000002
2014-01-01,Corporate,0.10000000000000002
2015-01-01,Corporate,0.10000000000000002
2016-01-01,Corporate,0.10000000000000002
2017-01-01,Corporate,0.10000000000000002
2018-01-01,Corporate,0.10000000000000002
2019-01-01,Corporate,0.10000000000000002
2020-01-01,Corporate,0.10000000000000002
2021-01-01,Corporate,0.10000000000000002
2022-01-01,Corporate,0.10000000000000002
2023-01-01,Corporate,0.10000000000000002
2006-01-01,REIT,0.10000000000000002
2007-01-01,REIT,0.10000000000000002
2008-01-01,REIT,0.10000000000000002
2009-01-01,REIT,0.10000000000000002
2010-01-01,REIT,0.10000000000000002
2011-01-01,REIT,0.10000000000000002
2012-01-01,REIT,0.10000000000000002
2013-01-01,REIT,0.10000000000000002
2014-01-01,REIT,0.10000000000000002
2015-01-01,REIT,0.10000000000000002
2016-01-01,REIT,0.10000000000000002
2017-01-01,REIT,0.10000000000000002
2018-01-01,REIT,0.10000000000000002
2019-01-01,REIT,0.10000000000000002
2020-01-01,REIT,0.3511191734215132
2021-01-01,REIT,0.10000000000000002
2022-01-01,REIT,0.10000000000000002
2023-01-01,REIT,0.10000000000000002
2006-01-01,Commodity,53.36699231206313
2007-01-01,Commodity,0.10000000000000002
2008-01-01,Commodity,0.10000000000000002
2009-01-01,Commodity,0.10000000000000002
2010-01-01,Commodity,0.10000000000000002
2011-01-01,Commodity,0.10000000000000002
2012-01-01,Commodity,0.10000000000000002
2013-01-01,Commodity,0.10000000000000002
2014-01-01,Commodity,0.10000000000000002
2015-01-01,Commodity,8.111308307896874
2016-01-01,Commodity,0.10000000000000002
2017-01-01,Commodity,0.10000000000000002
2018-01-01,Commodity,0.10000000000000002
2019-01-01,Commodity,1.2328467394420666
2020-01-01,Commodity,0.10000000000000002
2021-01-01,Commodity,0.10000000000000002
2022-01-01,Commodity,0.10000000000000002
2023-01-01,Commodity,0.10000000000000002
2006-01-01,Gold,0.10000000000000002
2007-01-01,Gold,0.10000000000000002
2008-01-01,Gold,0.10000000000000002
2009-01-01,Gold,0.10000000000000002
2010-01-01,Gold,0.10000000000000002
2011-01-01,Gold,0.10000000000000002
2012-01-01,Gold,0.10000000000000002
2013-01-01,Gold,53.36699231206313
2014-01-01,Gold,0.10000000000000002
2015-01-01,Gold,0.10000000000000002
2016-01-01,Gold,0.10000000000000002
2017-01-01,Gold,0.10000000000000002
2018-01-01,Gold,0.10000000000000002
2019-01-01,Gold,0.10000000000000002
2020-01-01,Gold,0.10000000000000002
2021-01-01,Gold,0.10000000000000002
2022-01-01,Gold,0.10000000000000002
2023-01-01,Gold,0.10000000000000002
